Comment,Predicted Class
Thank you for this project. I had never used pygames before. Was there a reason you didn't calculate the screen height and width and use that rather than hard coding numbers?,Interrogative
Can we record vocals and export to wav or mp3?,Interrogative
As a music boi this has been my favorite of these types of videos by far,Positive
Can someone plz suggest a method to export the beats in an audio format?,Interrogative
Is there a way I could add time signatures?,Interrogative
"I don't know about everyone but in my code the ""delete beat"" button doesn't delete the beat from the txt file.",Negative
Great stuff man,Positive
I've noticed the thumbnail's drumkit is similar to Simon Phillips' current Tama Star kit in recent years.,Neutral
OMG THANKS SO SO MUCH THIS HELPED!!!,Positive
Super cool. Thanks,Positive
"Please make videos on creative coding.... Like on art, music, video creation using programming",Imperative
Why was the entry rectangle not defined?,Interrogative
"Fun fact, Im only learning tNice tutorials because tNice tutorials is 99.9% of my ti in my free ti",Neutral
wheeew one hell of a tutorial.. thanks for this,Positive
soft just keeps getting better,Positive
Nice sir may you live long.,Positive
Very cool  ty,Positive
There's a way of exporting those beats that you create??,Interrogative
The github link is not working. Can you please post the right one ?,Interrogative
its so freaking cool,Positive
from pygame import mixer' gives me the error Unused import statement. Anyone know why?,Interrogative
Is there any tips you can offer?,Interrogative
s. Thank you In The setup️,Positive
The sound is behind by one beat (watch the moving rectangle). Anybody know how to fix this?,Interrogative
cool project,Positive
Thanks for this,Positive
I do have a problem with the collidepoint,Negative
Perfect,Positive
thank you so much bro,Positive
Best guy I got everytNice tutorialng for free also but I rather buy soft so I can be happy and proud I get a official version.,Positive
it work on my pc thx bro vеry much,Positive
It's a cool stuff i likedd it.,Positive
"When I try to run the file, I get this error: AttributeError: 'builtin_function_or_method' object has no attribute 'tick'",Negative
"I am currently offering computer engineering but I do not know the field to choose, please I need your help. I do not also know any practical, help me everyone.",Imperative
What software do I use to follow along?,Interrogative
best coding courses,Positive
tailwind css course please,Imperative
"that a cool projet, thx",Positive
It's good but the code isn't professionally made nor organized.,Negative
I can't select beats from the load list and they wont highlight.i've spent longer than then video trying to find out why,Negative
"who checked the ""download link"" first ?",Interrogative
which software is this?,Interrogative
Thank you so much I have looked everywhere to find it for free because I’m not spending £20 a month in it ️,Positive
"Great crash course on TensorFlow, and even better instructor who's able to articulate the essential concepts well. Thanks, Nour!",Positive
"I am about to start my graduation project and I swear this is the course that I needed, you can’t imagine how happy I am .",Positive
"Extremely well done, presented and analyzed. Thank you so much!",Positive
"A great video, literally saved me from a huge amount of time and money for learning tf",Positive
Thank you so much for such an exceptional tutorial on computer vision!!,Positive
"For my computer vision project, I am going to simulate a game of red light green light by using computer vision to detect motion after a red light",Neutral
The best channel on YouTube… by far,Positive
Man this channel is so much worth it,Positive
which tensorflow 2 version sir ??? is it 2.0.0 or better than that???,Interrogative
Please make a video on NLP using PyTorch,Imperative
"Does anyone know, how i can use this model in my c# project?",Interrogative
Damn I've been waiting for this for so long,Positive
This man is real deal,Positive
"i am just a beginner, before watching this video, i looked at the code but didn't understand where are we using Computer vision with CNN?",Interrogative
Sir thank you so much ... Love you a lot,Positive
Is minconda the same as docker?,Interrogative
Thank you very much.,Positive
You guys are the best,Positive
When I execute the activate.bat in VS code terminal nothing happens. Someone can help me with this?,Interrogative
Yess! I was waiting for this only,Positive
Super Awesome!!!! TQVM!! SMASHING the LIKE Button!,Positive
how to setup tensorflow gpu part in macOS( macbook) ?,Interrogative
"When i saw ""TensorFlow"" i hovered my mouse over the video card, and when i saw ""computer vision"", dayum i just clicked the video so fast",Positive
Does anyone here have one of these laptops with 2 GPU (intel graphics + supported nvidia card) and solved how to enable gpu support?,Interrogative
why you used categorical crossentropy when your labels are not one hot encoded?,Interrogative
"Hey! I ask you not to upload large videos, they cannot be translated into other languages by a voice translator. Upload long videos, up to 3 hours apart, please!",Imperative
This channel is god,Positive
"the only thing i dont like is the vs code part. i mean,.... c'mon",Negative
I hate dependencies.,Negative
feeling first with 20 others,Neutral
2000th,Neutral
1st,Neutral
This lengthy tutorial was relaxing and very pleasant to listen to as well as incredibly informative. Thank you so much for this.,Positive
Fantastic course thank you! This was my first delve into using Vue and you explained everything very well,Positive
Thank you for this course! As a non-native English speaker I really appreciate your clear way of speaking and keeping to the main points. It made it really easy to understand.,Positive
"A great Course in a great way which at first seemed to me to be sloppy, but with perseverance everything became clear. Thanks a lot !",Positive
Many small useful things are used in between that one should learn about javascript before appearing an interview.Thanks May God bless you long and happy life.,Positive
Vue is unbelievable! One of the best things that I've learned. Thank you so much for this! <3,Positive
"if it is your first time working with npm, do not forget to first type npm install  to be able to run the npm start",Corrective
"Just a quick tip for anyone, You can add /*Html*/ in front of the template like this /*HTML*/ `Code` it'll work the same, but will have the HTML setup :)",Corrective
Hi Gwen! Is it possible to clone the code of the application you present? ,Interrogative
"Hello, is this really a beginner course? seems a bit advanced. I am a total newbie. Do you have any courses that are for newbies?",Interrogative
"Thanks very much, great course i really enjoyed it",Positive
"Thanks a lot, that's a great video tutorial presentation at the right moment.",Positive
Could someone explain what app.mount does?,Interrogative
"Awesome, Is there a playlist for this tutorial?",Interrogative
I'm glad I stumbled upon this tutorial. You speak very calm and without loads of filler sentences.,Positive
"Great tutorial, thank you",Positive
What VScode plugin to use for highlighting vue syntax in html files? ,Interrogative
"in the end now, how do i get the icons from json in, on both home and products side?",Interrogative
"Best course ever. Simple, concise, complete, correct, and detailed. Keep up the good job Dr. Poulson.",Positive
"Thank you for your well-planned, easy, and wonderful presentation.",Positive
What an excellent course. Thank you so much. Keep up the good work! I am officially subscribed.,Positive
The only one computer science based channel which they start with quick introduction ️,Positive
Could you link the follow up video you mentioned detailing more complex analyses in SPSS?,Interrogative
SPSS is like TI calculators. It is forced on you by schools while bunch of other popular/efficient/easier tools exist.,Neutral
Thank you so much for this.,Positive
Woah! Is it even worth learning machine learning when you have a software like this that does everything for you?,Interrogative
I downloaded spss version 28 but the syntax does not appear above the charts in the output page what should I do ? Or should I write the syntax my self ??,Interrogative
Thank you for this enlightenment,Positive
thanks a lot. very helpful,Positive
Sir can u make video on embedded course?,Interrogative
How to systrmize the CHARGED DECOMPOSITION not behind the screen?,Interrogative
Is there a shortcut to input data from Google forms? Do I have to input every single data by hand?,Interrogative
Where can we find the data analysis and data visualization full courses?,Interrogative
Want to learn more from your presentations,Neutral
Where could i can find the syntax files which you have used for demonstration?,Interrogative
Please does it's possible to make a another course like that in french,Imperative
"please share the data analysis with spss course link the one u told in the video, not able to find it on your channel.",Imperative
Thanks for this sir,Positive
Thanks for uploading SPSS video,Positive
Why is my Factor Analysis statistic output different than your video using your files?,Interrogative
"Does this video cover ""cleaning data""?",Interrogative
Why does it not show the code prior to the graphs in my output window?,Interrogative
tutorial requests how to make python scripts using import.. please,Imperative
Please MATLAB course as well..,Imperative
Fantastic coarse,Positive
Hey first comment,Neutral
Please I'm finding it difficult in running of the SPSS01_3_1_Graphboard.sps,Imperative
"With The help Of Your Channel,many of will become billionaire in future",Positive
Just 2 days after i gave my biostatistics exam .,Neutral
Awesome video! Goes over nearly everything you'd need to know to start using typography in your design.,Positive
"Oh, my goodness. This is a fantastic tutorial. I’m not a designer. Just a guy trying to make his websites look better. You’ve helped a bunch. Thank you.",Positive
Absolutely packed with ultra useful information! Brilliant course! Thank you!,Positive
"Typography's never be my favorite subject because i think it's too complex to understand, but you make it really clear. Thank you. I think i'll be more hardworking on it.",Positive
Where could I find the teacher`s notes?,Interrogative
Nooo don't use pixels for text height on the web! Use rem (default 16px per 1 rem) which scales according to user preference and screen.,Corrective
"It’s not an efficient use of space. It doesn’t save space, because it doesn’t reflow the text in any way.",Corrective
could u put up timestamps ?,Interrogative
"One question though, where can I find teachers' notes? I'm not sure about that.",Interrogative
"please make a tutorial video on json, wp ajex and wp rest api",Imperative
"I,m Usman and i,m from PAKISTAN. Just finished the whole course and gotta say that it is just amazing and learnt alot and eager to learn more about typoraphy. Thanks Freecodecamp as well as mam.",Positive
"Kerning adjusts the space between individual letter forms, while tracking adjusts spacing uniformly over a range of characters.",Corrective
What is mean by scala in point system?,Interrogative
A custom game engine tutorial would be fire..pleaseee,Imperative
"Hi, where can I find the teacher's notes?",Interrogative
Please make a course on web services,Imperative
Where are the teachers notes that Hope is time and again referring to ?,Interrogative
"Where can I download the files for the figma project, please?",Interrogative
Typography is the fancy word for 'Fonts' and all that you can do with it.,Neutral
What better Programs to start tweaking and making Typos?,Interrogative
Where can I find the course notes?,Interrogative
"thank ypu so much i finally found the answer, i am feeling so relaxed now, yesss!! siiiiiiii",Positive
"Like hammers and screwdrivers, just how many ways can you write the ABCs?",Interrogative
"Freecodecamp, please post some tutorials about iOS development",Imperative
Someone please link the Teacher's Notes.,Imperative
i love your courses,Positive
Is this helpful for designers?,Interrogative
Loved the surprise visit from Veritiasum,Positive
Where are the TEACHER'S NOTES/RESOURCES located please???,Interrogative
"Ah, Christ, I spent two hours thinking this was typescript!",Neutral
"I took several typography courses in college, and I gotta tell ya that typography is NOT the visual component of the written word. Just wanted to clarify. Your handwriting is not typography.",Neutral
"TL DR: use what ever looks good, licenses are optional and clients wont notice",Corrective
Bro please upload a full course Arduino video,Imperative
"please make a NMAP, METASPLOiT, WiRESHARK beginner to expert level course",Imperative
"What do you mean by ""body copy""?",Interrogative
Hi where can I find the teachers note which Hope mentions in the course @freecodecamp ?,Interrogative
Thank you for uploading,Positive
OMG ITS WORKED. Guys it really worked. Thank you,Positive
"Please I can't seem to find the teacher's notes (links) the tutor often refers to. Someone point me to them, please",Imperative
I couldn't find the project files to work along. Anybody have them?,Interrogative
did anyone get the figma file?,Interrogative
Thanks FCC & Hope!,Positive
Terima kasih atas informasinya....,Neutral
"Wow, awesome!!! TQVM!!",Positive
2 hours of tutorial > art school,Positive
imagine taking a course on text fonts..,Neutral
"Am i only who notes STAAT first, any other like me?",Interrogative
We love yours Chanel Amazing  super Excellent yours Chanel we love  This,Positive
Isn't this a Treehouse course??,Interrogative
Didnt understand a single word,Negative
there are some problem with your mic ,Negative
finding it difficult to understand ,Negative
